"wellN","RN1","RN2","RN3","RN4","RN5","RN6","RN7","RN8","RN9","RN10","RN11","RN12","RN13","RN14","RN15","RN16","RN17","RN18","RN19","RN20","RN21","RN22","RN23","RN24","RN25","RN26","RN27","RN28","RN29","RN30","RN31","RN32","RN33","RN34","RN35","RN36","RN37","RN38","RN39","RN40","RN41","RN42","RN43","RN44","RN45","RN46","RN47","RN48","RN49","RN50","RN51","RN52","RN53","RN54","RN55","RN56","RN57","RN58","RN59","RN60","RN61","RN62","RN63","RN64","RN65","RN66","RN67","RN68","RN69","RN70","RN71","RN72","RN73","RN74","RN75","RN76","RN77","RN78","RN79","RN80","RN81","RN82","RN83","RN84","RN85","RN86"
11,NA,0.00593517194379778,0.0320239670524135,0.0766845923680418,NA,0.0174910276016494,NA,0.0156436609807948,NA,0.0161413298216744,0.018195332111811,NA,0.00629333239475434,0.019454576927236,NA,0.00642182844852084,NA,0.00838779315260426,0.00828291796334057,0.0353843002005816,0.00600910476093033,0.00735792769010051,0.00781268455605303,0.00936067580280148,0.0119845249796769,0.0600012324692106,0.00832688831022476,0.0173478321932277,NA,0.0140676574841502,0.0238483306063793,0.00784570247275725,NA,0.0151428519059932,NA,NA,0.0377270604770607,0.0171271355466378,0.0662337860539034,NA,0.00840230107446721,NA,0.00801166437429661,0.0187259153896646,0.0318724584083304,0.00739460768873751,0.00691793330749855,0.0505335290162788,0.0154296433855966,NA,NA,NA,NA,0.0160465523191069,0.00710913984794377,NA,0.033055156679736,0.00759804631704482,0.0112845901609366,0.00833282807734023,0.0203991062925181,0.00593292087314237,0.0377270604770607,0.0455025542262397,0.00893468752162087,0.018695451490596,NA,0.0156649100517056,NA,NA,NA,0.0124051888147933,NA,NA,0.0101837484999053,NA,0.0101837484999053,NA,NA,NA,NA,NA,NA,0.00712303092920673,NA,NA
12,NA,NA,0.0151340817632513,0.0333884819861347,NA,0.0121450500225251,NA,0.0120368139358455,NA,0.0137439705193404,0.00991835315718275,NA,0.00447820591932365,0.0103214337858923,0.00404402987606287,0.00394684480906524,NA,0.0050545581692038,0.00639697386902553,0.030827728578155,0.00425166615023575,0.00458917020736196,0.00485124477185783,0.00570401703883941,0.00959423620007691,0.273652934882764,0.00501826429312264,0.0129152855842473,NA,0.0101186575011026,0.0119141015618246,0.00485588560095025,NA,0.0120974850005015,NA,NA,0.0168662163431043,0.0116901027056429,0.0548879678500496,0.00409386425152454,0.00575477845160432,NA,0.00484287469000014,0.0134729540996278,0.0246806616409329,0.00504374629916354,0.0047121460921532,0.105241715458996,0.0138026518896063,NA,NA,NA,NA,0.0136010096749398,0.0048398742757136,NA,0.0253296546233311,0.00513012000132514,0.0090521774168415,0.00507761658686662,0.0107175733445353,0.0041943002835738,0.0168662163431043,0.0549099657986681,0.00696481560677887,0.0134729540996278,NA,0.00892037174805828,NA,NA,NA,0.00948453702682768,NA,NA,0.00607030964760848,NA,0.00607030964760848,NA,0.00419809526370524,NA,NA,0.00411598241031508,NA,0.0048949612442725,NA,NA
13,NA,NA,NA,NA,0.0320225363168001,NA,0.093141978977309,0.00601091216454615,0.0124704698903276,NA,NA,0.0085734290206121,0.0121736362356208,NA,0.00752455141776023,NA,0.0104410322547818,NA,NA,NA,0.0124211783133132,NA,NA,NA,NA,NA,NA,0.00603921577958742,0.0391122046625054,0.00921338236573429,NA,NA,0.0411722315566505,NA,0.0139625381516411,0.0197601499820861,NA,NA,NA,0.00715614048822469,0.0106716309935675,0.0199601286052185,NA,0.00643597873132152,NA,0.0112141497404801,0.0197330965754197,NA,NA,0.0273954257654591,0.0925507152522578,0.0214932514846885,0.00880591310018462,NA,0.011724739129747,0.0261448793167331,NA,0.0106716309935675,NA,NA,NA,0.0131408929103668,NA,NA,NA,NA,0.0122108209485917,NA,0.107674596487525,0.0465706917930938,0.0126735037419962,NA,0.00918011299593512,0.0376624883895248,NA,0.0582184573118937,NA,0.012763276520285,0.00846973416412589,0.01225410307042,0.0122108209485917,0.00706673480246366,0.0082047521175917,0.0209061080990668,0.0115039046505859,0.0112918737817964
14,NA,NA,0.00630604260792735,NA,0.0237029865140295,NA,0.0204935628951375,0.00876961779880138,0.00762182116740447,0.00766994497301151,NA,0.0094056098441754,0.0318204037610143,NA,0.0106040710766318,NA,0.0123593024452698,NA,NA,NA,0.0310553125600833,0.0060798730558623,0.00619971356237416,0.00624952437702409,NA,0.00607761331421745,NA,0.008802983556834,0.0261427699124552,0.0163142082280531,NA,0.00618934073613215,0.0421954992069488,0.00845212903814004,0.022273571009718,0.0158502402494201,NA,NA,0.00637630454087194,0.00995520077337276,0.0199283658081173,0.0158362007127378,NA,0.00957612052869799,NA,0.0202194288484016,0.0290692290032559,0.00630738596432418,0.00735813324433231,0.012050215635215,0.0198665428253762,0.010372912767854,0.00976076392597912,0.00845196532782417,0.0213541303096089,0.0814707804187427,NA,0.0193224237092378,NA,0.00595634979078377,NA,0.0322450850498719,NA,0.0081814643812881,NA,0.00850800241208906,0.00911879009570028,0.00635745391635929,0.0217954407939294,0.0186393958147063,0.01608161348829,NA,0.0104152048205507,0.015918332068962,0.00624952437702409,0.0217368517570802,0.00578468879742578,0.0161909893188494,0.0131073244161295,0.00756196538032394,0.00911879009570028,0.0098407915716661,0.00897537357228115,0.0857932332853312,0.00730702909951667,0.00720405946152589
15,NA,NA,NA,NA,0.0118283981469926,NA,0.0168410551079756,0.00455093694009049,0.00597264695021075,NA,NA,0.00474347427188964,0.00786715871807343,NA,0.00467147160732689,NA,0.00565123773496755,NA,NA,NA,0.00783966457838706,0.00456410172723506,0.00459299306039135,0.00438591226375523,NA,NA,NA,0.00460450418805432,0.0139257218846051,0.00785255685351574,NA,0.00456537206979775,0.0205102388675523,0.00434533995573032,0.00750668014431587,0.0521970935797657,NA,NA,NA,0.00447942990186609,0.00963785456468296,0.054369167260305,NA,0.00498789659400611,NA,0.0104397209621371,0.0509616498410261,NA,NA,0.00930204816738456,0.0160806418146869,0.00829562541919827,0.004859163350194,0.00434523768719802,0.0110717817667302,0.020010565286353,NA,0.00996513836471394,NA,0.00438094833987296,NA,0.00795466888212665,NA,0.00447865133427229,NA,0.00455328673016369,0.00577300980006978,0.00415331255677167,0.0281335197783226,0.393947982252542,0.00666840595022036,NA,0.00505396180777844,0.0109473161753281,0.00438591226375523,0.042518367997743,NA,0.00670335621464019,0.00528177039542498,0.00589277552680512,0.00577300980006978,0.00444131814236281,0.00457637145859172,0.0153745705495459,0.00562603975063072,0.00555896466184712
16,NA,NA,0.0135503238438895,NA,0.0185027483808456,NA,0.0217401483492721,0.0129858905551565,0.0125050104331082,NA,NA,NA,0.0163749513463723,NA,NA,NA,NA,0.0131473950283499,NA,NA,0.0160406677383375,0.0182643879242845,0.0183329065544891,0.0162524483325736,NA,NA,0.0130252806449683,0.0132924976989484,0.0201344908388949,0.0217696238340421,NA,0.0179315442762069,0.0257098453130959,0.0122044353877788,0.0147252576830718,0.0508291160065867,NA,NA,NA,NA,0.0255407809525407,0.0505762314916384,0.0128296717865903,0.0144135182556262,NA,0.0272923341454909,0.0561672796368883,NA,NA,0.0162268264991628,0.021295418948428,0.0153130034300964,NA,0.0122040599385893,0.0280226123012493,0.0257098453130959,NA,0.0318582009704047,NA,0.0170357212578943,NA,0.0161744338412745,NA,0.0132799291963508,NA,0.0133337571585964,NA,0.0145693033361478,0.0264360116011441,0.050150854272389,0.0133808490414798,NA,NA,0.0175977987098698,0.0162524483325736,0.0296094715642967,0.0143163871141774,0.01342581815123,NA,0.0123761284370113,NA,NA,NA,0.0272923341454909,NA,NA
17,0.0113150206464205,0.01238518582474,0.018285949396623,0.0105007690126656,0.0111536373663838,NA,0.0118829353608183,0.0140675965325016,NA,0.0115264056000249,0.0101544997961182,NA,0.0125835652191923,0.00967089546545915,NA,0.0127467096398496,NA,0.016768421048953,NA,0.00950501212531156,0.0121348196196484,0.0287980556963089,0.0296465761025494,0.0257359795558173,NA,0.0111719099827501,0.016487023130669,0.0149733825075342,0.0118257666315886,0.0240438116030017,0.0102364463210508,0.0292599168808215,0.0150048348823461,0.0127132705134729,0.0104314494013072,0.0183775329987106,0.010417149492483,NA,0.0138048251382975,NA,0.0250062277257153,0.0182958472747251,0.0159427844109063,0.0163858157257943,0.00926361261661635,0.0254791493309975,0.0246455965495498,0.0116755684356044,0.0104652776825359,NA,0.0116668902765261,NA,NA,0.0127126482816727,0.0253604398161687,0.0150641689459613,0.00931772456028394,0.0359758139415094,NA,0.0261377010292178,0.00973434880464544,0.0121074591510043,0.0103211792945691,0.0153076088404273,NA,0.0153215555059423,NA,0.0210794060104175,0.0134909706111868,0.0181606771628146,0.00928370917845155,NA,NA,0.0101662861004442,0.0257359795558173,0.0139578260879567,0.0202168239218631,0.00930466315325679,0.00944644670783071,NA,NA,NA,NA,0.0253604398161687,NA,NA
18,NA,NA,NA,NA,0.0469445499205628,NA,0.0312501753055209,NA,0.048223975170035,NA,NA,0.0137536210506418,0.0143749605467451,NA,NA,NA,0.0152990084745319,NA,NA,NA,0.0145925089370828,NA,NA,NA,NA,NA,NA,NA,0.0258416093661434,0.0114797802252531,NA,NA,0.0255724897950053,NA,0.0172530757837726,0.0196976990482991,NA,NA,NA,NA,0.0126568512839234,0.0198302781450198,NA,NA,NA,0.0130771591209276,0.0196193278490631,NA,NA,0.0673080890107703,0.0350296781589076,0.068708987661195,0.0139570181971604,NA,0.0134465584041688,0.0202755933762791,NA,0.0126568512839234,NA,NA,NA,0.0159618687619231,NA,NA,NA,NA,0.025192770791824,NA,0.0302269755546113,0.0265865094607958,0.0168984109362367,NA,0.0142211418366414,0.0509184639638424,NA,0.026777597802592,NA,0.0169724287028567,0.0117377263596544,0.0460862135070141,0.025192770791824,NA,0.0133048748603241,0.0184348034117953,0.040570292295571,0.0400673048475615
19,0.0139222122154244,0.0148884120083211,0.0182776255660442,NA,0.0148095015308524,NA,0.0162373566730062,0.0150956181245169,NA,0.0127577223099108,NA,NA,0.0153424407477376,NA,NA,0.0151095879898802,NA,0.0182734019740408,NA,NA,0.0148832347926423,0.0299375332629485,0.030146176347925,0.0247343030340698,NA,0.0122375546746538,0.0180364873552211,0.0157989921582691,0.0158023700702926,0.0251481201237505,NA,0.0291383647175631,0.0199840823317112,0.0139029833015471,0.0131227932303137,0.0277212136053119,NA,NA,0.0145525655419537,NA,0.0277045855131048,0.0275914005625476,0.017653843080722,0.0171255983705542,NA,0.0288592549610715,0.0303709310491068,0.0127075327846694,NA,0.0126084409916101,0.0159420778015694,NA,NA,0.0139024245334376,0.0288236575816477,0.0200019653154362,NA,0.0385831656721006,NA,0.0268228473225916,NA,0.0149122660829731,NA,0.0160124587640775,NA,0.0160398024037404,NA,0.0208118020421715,0.0187339378533966,0.0273764045539815,NA,NA,NA,0.0137362656624049,0.0247343030340698,0.019799674810483,0.0204751772783733,NA,NA,NA,NA,NA,NA,0.028809528286251,NA,NA
20,NA,NA,0.00387580298378784,NA,0.0161996438555742,NA,0.0175067294194287,0.00495324841502058,0.00516559146806151,0.00433806796500272,NA,0.00533548578199652,0.0122578327779743,NA,0.00557591444429271,NA,0.00676655907731055,NA,NA,NA,0.0121790112994373,0.00395760098221181,0.00401559909938001,0.0039771550293664,NA,NA,NA,0.00498606629081918,0.0200782731494665,0.00919965488202301,NA,0.00400685207752992,0.148412790499543,0.00475153872566362,0.0106217523905097,0.0144058545178204,NA,NA,0.00375458043210908,0.0052809018240636,0.0116926350759552,0.0144037765327011,NA,0.00544222213246832,NA,0.0125213562292171,0.0231714670696102,0.00369930013093863,0.00414702648607014,0.00850537895375401,0.0164147387859707,0.00726245960941727,0.0055105819380831,0.00475143440784402,0.0135395225214656,0.271142040688642,NA,0.0116160396139979,NA,0.00384901387346731,NA,0.0124827194094917,NA,0.00473466442813046,NA,0.00487753940854422,0.00578077081118302,0.00393824509316312,0.0226904817748054,0.0185243348854232,0.00852876537527672,NA,0.0058216135132279,0.0113576964683779,0.0039771550293664,0.0226204489296087,NA,0.0085866706462186,0.00660691747769164,0.00511370726203822,0.00578077081118302,0.0052253169537761,0.00510688271447895,0.0792179794599545,0.00491271836721448,0.00484309974285015
21,0.00751045345866593,0.00842972748664634,0.0350216076039488,0.0151093535667486,0.00713026620013355,0.00953802732812639,0.00709946193493092,0.0231218558521845,NA,0.0162150110193645,0.0111841070864264,NA,0.0097568648833846,0.0118780572596649,0.00727471196124205,0.00906456405173621,NA,0.0132294263446768,0.00735498041935653,0.0127799445772088,0.00929037870919428,0.0140380261043459,0.0154049501856149,0.0197557067236833,0.00862005612811755,0.0174565907081886,0.0130036948949377,0.0287800122080353,0.00736885761902341,0.029375639217341,0.0132411255426697,0.0154049501856149,0.00878987955274743,0.0187047609760139,0.00772537157352874,0.00859508852315781,0.0142175915831446,0.00944083560509478,0.0258097616173632,0.00726461787017423,0.0188240729624013,0.00857168140597384,0.0122907280262092,0.0361258186182383,0.0121897629948079,0.0153670701253546,0.0138190760249668,0.0191478507871904,0.0134346844354269,NA,0.00699711646120932,NA,NA,0.0187029271284608,0.0144932505080931,0.00926519145715111,0.0123118132006208,0.0168255957861898,0.00852848062231671,0.0149396032535524,0.0120777084834292,0.00917170127544929,0.0141467638644301,0.0332405053348315,0.00764677746246007,0.0332405053348315,NA,0.0340319724008241,0.00762462833151193,0.00853276740479104,NA,0.00832207945434168,NA,NA,0.019796543400067,0.0076252700370529,0.0189869510014852,NA,0.00795760860947507,NA,NA,0.00728392673632597,NA,0.0144932505080931,NA,NA
22,NA,NA,NA,NA,0.614164095944312,NA,0.00931121448557859,NA,0.015716531424423,NA,NA,0.0067407674974763,0.00540578858158081,NA,0.00440176156864463,NA,0.00745209403437598,NA,NA,NA,0.00551578740123588,NA,NA,NA,NA,NA,NA,NA,0.00978823328993869,0.00363981524233981,NA,NA,0.00885748720425405,NA,0.00804499692827004,0.00499222557515608,NA,NA,NA,0.00419153369671425,0.00393937601799206,0.00501384150419172,NA,NA,NA,0.00400441393295052,0.00503780840198081,NA,NA,0.0214718109181402,0.0136521969613415,0.024430200095337,0.00684490320252247,NA,0.00410541992329579,0.00625296700186949,NA,0.00391577219762267,NA,NA,NA,0.00670050246112694,NA,NA,NA,NA,0.0277183179632629,NA,0.00896796142608646,0.00666598882858933,0.00800927704677634,NA,0.00693799443755128,0.019391833803416,NA,0.00716971769037653,NA,0.00804499692827004,0.00467783663734603,0.0156645999740535,0.0277183179632629,0.00411900009338117,0.00644014935744063,0.00595642866127738,0.014816276658732,0.0141097570375061
23,NA,NA,NA,NA,0.0175437433369089,NA,0.0231035517366856,0.00837814904029534,0.0109021458306902,NA,NA,0.00824648630600438,0.0127877607663449,NA,0.00813938120913447,NA,0.00959126358313959,NA,NA,NA,0.0126985445829737,0.00940474364417863,0.00944129375789823,0.00881279220907606,NA,NA,NA,0.00850152632305716,0.0197361213930247,0.0139512050135581,NA,0.00934183256046012,0.0253601783355281,NA,0.0121588675164506,0.0849301262887027,NA,NA,NA,NA,0.0167212260836636,0.0870668560955571,NA,0.00917915303198191,NA,0.0179789721414184,0.0836628034175465,NA,NA,0.0154852208832651,0.0224878477026773,0.0143308074926663,0.00842097334447221,NA,0.0188168561843276,0.0251711149124446,NA,0.0183944975120481,NA,0.00895915291885602,NA,0.0128433046856305,NA,0.00835051966808858,NA,0.00844521851939422,0.0100605283179583,0.00818052069319372,0.0313020041429696,0.092263000166784,0.0110322574954868,NA,0.00871128242808512,0.0170711476184605,0.00881279220907606,0.0401596822757884,NA,0.0110808964961301,0.00907379827974956,0.0107576555246214,0.0100605283179583,NA,NA,0.0215929017663199,0.0102977085318025,0.0101990577074664
24,0.00843726859812681,0.0101012739288011,0.0225979162857067,0.00812373570229813,NA,0.00552469156926985,NA,0.00797566453558666,NA,0.00668674131483018,0.00916907604116608,NA,0.00518375299591204,0.00788632288101428,NA,0.0112414497346185,NA,0.0234458577895269,NA,0.00657594210186879,0.00501515546071292,0.0247126743163554,0.0318900694167333,0.15978493736971,NA,0.00766226098994612,0.0223920930165227,0.00881379476026511,NA,0.00917289615170652,0.00856278350578974,0.0330584264658173,0.00529421737444021,0.00717945298888941,NA,0.00571824511845753,0.00849161125338066,0.00552257171209476,0.0120847365035854,NA,0.0085711498527426,0.00570330478329852,0.0198754089490136,0.00963206892591338,0.006447175128179,0.00795497039866447,0.00755938406045894,0.00797262457480079,0.00598347873796481,NA,NA,NA,NA,0.00717908537871115,0.00778920135670811,0.00541027382456704,0.00651623396450216,0.00904079361363009,NA,0.037569389256532,0.00792225642184503,NA,0.00812373570229813,0.00939711296625934,NA,0.00939711296625934,NA,0.067479096046863,NA,0.00567846666833019,NA,NA,NA,NA,0.180727411686472,NA,0.0619754434961459,NA,NA,NA,NA,NA,NA,0.00778920135670811,NA,NA
25,NA,NA,0.00848781021814476,0.00684688713928353,0.0125914668036883,NA,0.0118484527813627,0.013528253629687,0.00602164510115128,0.0108811722084424,NA,0.00788094125305821,0.0263972587010837,NA,0.0105369219565551,NA,0.00968217329028869,0.00623069127955499,0.0059812010086146,0.0067149433916353,0.0231769882060253,0.00742788260169598,0.00767462404556972,0.00798906285062265,0.00609212017239385,0.00816932363220399,0.00616568977145627,0.0136729634547214,0.0132488795799848,0.0451779294508256,0.00598594423396346,0.00766614412446204,0.0182911072091122,0.0126102497109805,0.0148495085122059,0.0127492802493879,0.00637289319927836,NA,0.00873771256472694,0.0101193597367373,0.0487427959840659,0.0127118000972316,0.0059935495226489,0.015772548254837,0.0064617815356647,0.0400218551881572,0.0341573432657805,0.00858714871748283,0.0100570004496842,0.00839678902809856,0.0115886346766982,0.00756994847592789,0.00811953913068241,0.0126097650427952,0.0348692779025457,0.0222697323729135,0.00648396234269561,0.0387023563442374,0.0062345204246827,0.00734342851696566,NA,0.0226377753392842,0.00637039421554924,0.0124006079926765,0.00602653981514128,0.0131019304432326,0.00698463856944604,0.00848534971070728,0.0128931348009757,0.0126491201640522,0.0113880335032238,NA,0.00856615613569302,0.0100473493233266,0.00798906285062265,0.012881176054917,0.00736314841511934,0.011419639966448,0.0129146029111477,0.00598489825126178,0.00698463856944604,0.0100840877878592,0.00762250286252039,0.0587039529746488,NA,NA
26,0.00594939543416139,0.00665642690734511,0.070065556968282,0.0427399666709953,NA,0.0141915512846299,NA,0.0148288886209188,NA,0.0139518079202228,0.0192535171907622,NA,0.0062274865175672,0.0214292216298254,NA,0.00726874197093989,NA,0.00989112152326399,0.00728822140206702,0.0221641652844435,0.00597457375509516,0.00840845792284352,0.00900200173363232,0.011130334939712,0.00992910042002578,0.0302469132218809,0.00980724382520325,0.0168717825914597,NA,0.014150771500118,0.0276508110414845,0.0090651985719585,NA,0.0137930237317216,NA,NA,0.0373754446692261,0.0140833310005286,0.149369618396682,NA,0.00877582582102872,NA,0.00937458020513848,0.0188486376323209,0.0211230448435992,0.00772080732661316,0.00721573830908373,0.029818973691757,0.0124691587049772,NA,NA,NA,NA,0.013956897228082,0.00742706728629236,NA,0.0217735028788697,0.00803093945570227,0.00945169800088294,0.00978328667110587,0.0224313260638869,0.00590272862818691,0.0371165399368484,0.0297155893663647,0.00777429832775583,0.0187314079898229,NA,0.0212211666875451,NA,NA,NA,0.0102993345386398,NA,NA,0.0124228532361039,NA,0.0124228532361039,NA,NA,NA,NA,NA,NA,0.00742706728629236,NA,NA
27,NA,NA,0.0177673175120501,0.0794835193044234,NA,0.0470679283639205,NA,0.0115852746992091,NA,0.0128384245474698,0.0258921234235606,NA,NA,0.0259214412511078,NA,NA,NA,0.00772854046193741,0.00944805880818199,0.0652408734125636,NA,0.00662913334992407,0.006955051466017,0.00805946000672305,0.0166418741035955,0.0496390284959465,0.00769950809298936,0.0121180106907921,NA,0.0104790465031885,0.0269188152411239,0.00700817513094872,NA,0.011679772497448,NA,NA,0.039683266409076,0.0467812602271581,0.0218702819808517,NA,0.00712353928351118,NA,0.00748358263465825,0.0125244887628739,0.072005782063632,0.00644116376437291,NA,0.0242445382381855,0.0154802453906349,NA,NA,NA,NA,0.0127321194332341,NA,NA,0.0794835193044234,0.00656572848718418,0.0138565415072924,0.00748997717072843,0.0263021494035356,NA,0.0400937545334144,0.0215333248606197,0.010339042646909,0.0125244887628739,NA,0.011649546140031,NA,NA,NA,0.019446408959731,NA,NA,0.00877193633597381,NA,0.00877193633597381,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.0202684310037309,0.0243275955900093,0.0290936885106912,0.0232514375860575,NA,0.0151858040596955,NA,0.0138294017052431,NA,0.0128108475881253,0.058994613504161,NA,NA,0.0282832877248923,NA,0.0292190271208757,NA,0.0386440829026943,NA,0.0162647052918152,NA,0.0207952623311731,0.021885857491698,0.0316890619506771,NA,0.0168932049613714,0.0386440829026943,0.0148783244740171,NA,0.0142354649569127,0.0354677365868641,0.0231369829704315,NA,0.0130391399428062,NA,NA,0.0280738948148901,0.0151881094732865,0.02559533273402,NA,0.0121544810480043,NA,0.0379241461228095,0.0158335520252774,0.0162647052918152,NA,NA,0.0167218881037588,0.0119676776261611,NA,NA,NA,NA,0.0130557850370007,NA,NA,0.0166441863284051,0.0120818966371884,NA,0.0316232381875463,0.0281332554881391,NA,0.0276595315992943,0.0167112629385773,NA,0.0157394850856919,NA,0.0335631863808694,NA,NA,NA,0.0117701748999894,NA,NA,0.0335631863808694,NA,0.038892982639769,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,0.00866132275175953,0.00760966228073412,0.0144020184875892,NA,0.012731155066264,0.0156576619283284,0.00685709895297405,0.0130797484915353,NA,0.0103509951699261,0.0520939529618263,NA,0.0156596550063914,NA,0.0130012590519394,NA,0.00740369186680196,0.00763833450938696,0.040395257729947,0.00727888091923122,0.00750799325293783,0.00787209543082182,0.00733241889357784,0.00921273559786395,NA,0.0153901730614295,0.0146714229084038,0.0305113662691373,NA,0.00750323196151114,0.0177786527050416,0.0149480544254988,0.0212441410317505,0.0118691835866845,0.00700524195780301,NA,0.00968819751505678,0.0148943968082234,0.0264460131749919,0.0118478156532997,NA,0.0167052628910311,0.00734243604270109,0.02359164058865,0.0218344650101875,0.00963825624745351,0.012458894903281,0.00949220553033172,0.0125626414939016,0.0085483103443178,0.0107052591424084,0.0149477883424102,0.0220153803483839,0.021599489943983,0.00736229169202756,0.0231867030446304,0.00757967904471681,0.00723895450389326,NA,0.0377839597114134,0.00700524195780301,0.0133296090917021,0.00742058551512275,0.0142958350178514,0.00835290466122058,0.00859706995911296,0.0131265607470835,0.0121691761899508,0.0152956322217304,NA,0.0113856657485075,0.0113776087097485,0.00787209543082182,0.0131097872727959,0.00739788085471347,0.0153211596962635,0.0205473758026781,0.00682236817207219,0.00835290466122058,0.0148373767526573,0.00999460754295363,0.0302511057595995,NA,NA
30,0.00670997556179728,0.00753904007208347,0.0360248878455933,0.0601270612360675,NA,0.0159018094487741,NA,0.0116395199232505,NA,0.0112734026697323,0.0356720468535084,NA,NA,0.044792164240229,NA,0.00831816165549261,NA,0.011077313575929,0.00702728824632174,0.0200786137584315,NA,0.00869342313266273,0.00925765607709089,0.0114350662112749,0.00984924375340498,0.0213778498381882,0.0110220652513047,0.0127847755301637,NA,0.0112940383436236,0.0780183737393822,0.00940389680917581,NA,0.0110621691876655,NA,NA,0.0947751565878476,0.0159018094487741,0.0377109913195182,NA,0.0078802379900788,NA,0.0105824488907819,0.0138481539235772,0.0200786137584315,0.00709365737090368,0.00670069185755677,0.0197764503547215,0.0108504873863771,NA,NA,NA,NA,0.0112402484439175,0.0068712597021056,NA,0.0211117632626267,0.00738686099861012,0.00907356464261114,0.0105184236631634,0.0481579136073988,NA,0.0663717358001345,0.0192935106476051,0.00748387546826758,0.0137806730458321,NA,0.0194020867011027,NA,NA,NA,0.0105689901711717,NA,NA,0.0131446461468154,NA,0.0131446461468154,NA,NA,NA,NA,NA,NA,0.0068712597021056,NA,NA
31,0.0090741528946111,0.00998645219781837,0.0184798661038401,0.0103634094868157,0.0102966656800163,NA,0.0107305719330977,0.0153968118926348,NA,0.0120550063402579,0.00933255969491034,NA,0.0126423284812993,0.00917532130598891,0.00831807463567669,0.0103864729110106,NA,0.0141175797708613,NA,0.00938439856082284,0.0120846971436065,0.0208956379355342,0.0221705229006042,0.0223160248590003,NA,0.0113732037681287,0.0138746141449294,0.0165885800653171,0.0108904037929287,0.0302808692571148,0.00980261186261321,0.0220901194628497,0.0140327449113904,0.0135932260730413,0.0100583836555289,0.0155911936923817,0.0101078262138413,NA,0.0139689523317508,0.00816198878211306,0.0302808692571148,0.0155225098990821,0.0133203940016179,0.0187393902935226,0.00909563961111363,0.0291656020329266,0.0269730013446951,0.0119928765239441,0.0107588408495244,0.00825166049674043,0.0105249634743588,NA,NA,0.0135924153959378,0.0285802446820655,0.0144499415079563,0.00915128759328332,0.0435305622257777,NA,0.0201108099068337,0.00925657279238979,0.0120134585607376,0.0100422404336404,0.0169647142959785,NA,0.0170086747522544,NA,0.0200634495892727,0.012092503338253,0.0154088701147059,0.00879039561256467,NA,NA,0.00919354731043841,0.0223160248590003,0.0123034541667793,0.018052777696326,0.00880913057425738,0.00927765772294515,NA,NA,0.00816400165956024,NA,0.0285802446820655,NA,NA
32,NA,NA,0.00535293306702563,0.0258024099594483,NA,0.0287316414379694,NA,0.00427092766789708,NA,0.00498710271247507,0.0066840473943318,NA,NA,0.00668728087732604,NA,NA,NA,0.00254610555235029,0.00411248717504819,0.0265037551753551,NA,NA,NA,0.00267966610321206,0.00865517645229709,0.0198903121357433,0.00253630169261766,0.00435400421572682,NA,0.00376743451598465,0.0067867545606262,NA,NA,0.0043986915211507,NA,NA,0.00885100097385056,0.0235200289387208,0.00750572723772963,NA,0.0025595887904422,NA,0.00247050671759288,0.00442203662801822,0.67318739938278,NA,NA,0.00851540140021351,0.00700087249306377,NA,NA,NA,NA,0.0049323807985717,NA,NA,0.0268400351551473,NA,0.00662406289718409,0.00249207177456567,0.00669195267071057,NA,0.00887791300733812,0.00750980727324347,0.00458401195111743,0.00442203662801822,NA,0.00373288599455483,NA,NA,NA,0.0107661319644166,NA,NA,0.00287355755306724,NA,0.00287355755306724,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.00486286539785553,0.00579368020542347,0.00688960538553249,0.00332820358247458,NA,NA,NA,0.00343289195766826,NA,0.00292080849281566,0.00381806505473033,NA,NA,0.00327501276736273,NA,0.0062172678418296,NA,0.0108148614127657,NA,0.00279999125961002,NA,0.0475048388433151,0.249518308501598,0.0261949171099309,NA,0.00319543841055828,0.0104299918417734,0.00371820523661285,NA,0.00407927739763629,0.00350621423875918,0.37422541644997,0.00271918141447794,0.00312962820622144,NA,0.00307134951564128,0.00345780457425148,NA,0.00452334712306589,NA,0.00407927739763629,0.00306310159863175,0.00979507961696345,0.00400559289506237,0.00275194845247463,0.00392832405809978,0.00379871265985006,0.00330882852674425,0.00265230716679814,NA,NA,NA,NA,0.0031294871531882,0.00389273377918334,0.00274810080498105,0.00277585559833578,0.00459681470037056,NA,0.0808754550527912,0.00328358855134479,NA,0.00332968168408615,0.00389662867766176,NA,0.00389662867766176,NA,0.0128441086404478,NA,0.00304938918940201,NA,NA,NA,NA,0.0215992455454057,0.00257064298944461,0.0128085605823704,NA,NA,NA,NA,NA,NA,0.00389273377918334,NA,NA
